,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ReportDate_2024,Average Rank,Sum of Rank,Years Appeared,Adjusted Score,2016_Ranking,2017_Ranking,2018_Ranking,2019_Ranking,2020_Ranking,2021_Ranking,2022_Ranking,2023_Ranking,2024_Ranking,2025_Ranking,TotalRevenue_2021,TotalRevenue_2022,TotalRevenue_2023,TotalRevenue_2024,TotalRevenueIncr_2022,TotalRevenueIncr_2023,TotalRevenueIncr_2024,NetIncome_2021,NetIncome_2022,NetIncome_2023,NetIncome_2024,NetIncomeIncr_2022,NetIncomeIncr_2023,NetIncomeIncr_2024,OperatingIncome_2021,OperatingIncome_2022,OperatingIncome_2023,OperatingIncome_2024,OperatingIncomeIncr_2022,OperatingIncomeIncr_2023,OperatingIncomeIncr_2024,GrossProfit_2021,GrossProfit_2022,GrossProfit_2023,GrossProfit_2024,GrossProfitIncr_2022,GrossProfitIncr_2023,GrossProfitIncr_2024,DilutedEPS_2021,DilutedEPS_2022,DilutedEPS_2023,DilutedEPS_2024,DilutedEPSIncr_2022,DilutedEPSIncr_2023,DilutedEPSIncr_2024,2015_Stock_Performance,2016_Stock_Performance,2017_Stock_Performance,2018_Stock_Performance,2019_Stock_Performance,2020_Stock_Performance,2021_Stock_Performance,2022_Stock_Performance,2023_Stock_Performance,2024_Stock_Performance,2025_Stock_Performance
137,KESKOA.HE,Kesko Oyj,Finland,Consumer Staples,18135,EUR,12/31/2024,55.3,553,10,0.180831826,15,25,31,88,99,87,69,74,29,36,12996205023,13581368924,13552386750,13709143510,4.502575175,-0.213396559,1.156672717,657619337,701437624.4,569982762.2,435997710.1,6.663168939,-18.74077717,-23.50686038,806440502.1,855664195.1,724669367.3,569637736.3,6.103822027,-15.30913979,-21.39342961,1895342196,2002875263,1928464680,1971707925,5.67354366,-3.715188079,2.242366451,1.656124249,1.759632014,1.437607855,1.092581969,6.249999966,-18.30065357,-24.00000006,12.71527018,50.69688679,6.93108837,4.160663994,41.25896747,42.55878617,39.53792326,-20.85878173,-6.92376392,4.702094972,16.31013066
138,KEY,KeyCorp,USA,Financials,16989,USD,12/31/2024,51,51,1,0.019607843,,,,51,,,,,,,7038000000,7026000000,6215000000,4393000000,-0.170502984,-11.54284088,-29.31617056,2625000000,1917000000,967000000,-161000000,-26.97142857,-49.55659885,-116.6494312,3281250000,2396250000,1208750000,-201250000,-26.97142857,-49.55659885,-116.6494312,7251562500,5295712500,2671337500,-444762500,-26.97142857,-49.55659885,-116.6494312,2.63,1.93,0.88,-0.32,-26.61596958,-54.40414508,-136.3636364,-3.366507126,44.3272644,11.27465106,-26.02635651,45.0325545,-15.83393393,44.79966743,-22.75661233,-12.57952152,26.00049398,-2.40587718
139,KNEBV.HE,Kone Oyj,Finland,Industrials,63852,EUR,12/31/2024,31.33333333,94,3,0.095744681,,,,43,32,,,19,,,12092122195,12543646070,12596090005,12764117611,3.734033346,0.418091635,1.333966381,1166417509,890741826.7,1064749881,1094077082,-23.63439165,19.53518394,2.754374668,1506383014,1238182893,1435882725,1477745866,-17.8042449,15.96693292,2.915498618,6241748279,6411040980,6783208901,7209315869,2.712264152,5.805109064,6.281790436,2.081656173,2.254169116,1.713628563,2.058654448,8.287292841,-23.97959182,20.13422818,6.768457945,11.48843021,9.19651542,-3.691875726,45.79502562,17.65020205,-4.986177112,-20.75032907,-3.905600274,8.288163386,21.24907798
140,4902.T,Konica Minolta Inc,Japan,Information Technology,35631,JPY,3/31/2025,62.4,312,5,0.080128205,,,,96,72,41,53,50,,,6233080852,7730584706,7575398140,7713385067,24.02509914,-2.007436331,1.821513859,-178650566.4,-705445081.8,30918317.6,-324734658.9,294.8742487,-104.38281,-1150.298606,-152492069.4,-650549851.7,188361694.7,-437780398.7,326.6122522,-128.9542291,-332.4147696,2685851887,3323278037,3249131521,3278668397,23.73273646,-2.23112587,0.909069879,-0.361978887,-1.428561682,0.062370063,-0.656390206,294.6533163,-104.3659342,-1152.412286,-5.877022542,-1.182816292,-4.205970766,-5.68684084,-23.85270428,-41.26392839,39.80983697,4.203883873,-21.37143214,60.84119294,-31.68019395
141,KPN.AS,Koninklijke KPN NV,Netherlands,Communication Services,9718,EUR,12/31/2024,47.5,190,4,0.084210526,,,,,40,93,13,44,,,6060954715,6108108253,6255319297,6443933447,0.777988621,2.410092256,3.01526015,1481311133,874065575.6,970672823.4,975273168.6,-40.9937888,11.05263158,0.473933656,1175388182,1376653282,1515813722,1583668813,17.1232877,10.10860482,4.476479531,4317423909,4393329604,4550891425,4702702814,1.758124673,3.586387437,3.33586049,0.149511217,0.356526748,0.207015531,0.230017257,138.4615383,-41.9354839,11.11111127,37.86633638,-9.076321348,7.617412016,-8.641615174,8.079581752,0.707199639,14.4747685,10.07527005,12.20708792,17.56630081,20.79379248
142,PHIA.AS,Koninklijke Philips NV,Netherlands,Health Care,67247,EUR,12/31/2024,38.16666667,229,6,0.15720524,22,7,19,27,,,56,98,,,19730880283,20502588179,20895917688,20725704918,3.911168103,1.918438324,-0.814574275,3817136376,-1849338744,-535940208.2,-807360571.1,-148.4483278,-71.01990049,50.64377681,716503754.7,-203565272.2,-193214495.7,589994263.5,-128.4109149,-5.084745737,-405.3571428,8243818481,8273720725,8565842641,8939620683,0.362723222,3.530720044,4.363587538,3.885591811,-1.937473306,-0.567166201,-0.862564713,-149.863017,-70.72650244,52.08323618,-1.013233361,24.19699663,8.871247571,-2.493646626,42.84542942,3.866541082,-25.97285571,-57.28535076,55.27060826,19.16143335,-17.63401756
143,LAND.L,Land Securities Group plc,United Kingdom,Real Estate,,GBP,3/31/2025,50,50,1,0.02,,,,,,,,,,50,912303290.4,1062786307,1107125053,1117873840,16.49484532,4.171934255,0.970873793,1167586980,-831687388.4,-428607878.7,532064952.9,-171.2313003,-48.46526656,-224.137931,525346961,581778092.4,572372903.8,588496084.2,10.74168799,-1.616628182,2.81690141,622086043.4,697327551.8,671799182.9,685235166.5,12.09503238,-3.660886313,1.999999991,1.573353686,-1.123248234,-0.577747297,0.712107134,-171.3919727,-48.56459334,-223.255814,1.638612276,-8.654664418,-11.58027216,-20.49397892,23.78409047,-30.46176394,12.33934494,-20.99765828,13.12834688,-17.72452001,5.650081245
144,LR.PA,Legrand SA,France,Health Care,,EUR,12/31/2024,50.75,203,4,0.078817734,62,59,51,,,,31,,,,8043933485,9591029554,9680161241,9946981259,19.23307884,0.929323453,2.756359232,1040253044,1149511241,1320874097,1341460641,10.50304035,14.9074537,1.5585546,1545830974,1663599809,1830477329,1889246738,7.618480738,10.03110959,3.210605675,4088556738,4769062793,5059114553,5136400352,16.64416318,6.081944663,1.527654656,3.871190431,4.285221493,4.949971365,5.086831633,10.69518716,15.51261406,2.764869893,23.07208836,5.409996326,20.46404251,-21.5158656,51.99288729,3.49802821,41.47609217,-25.83485593,27.66188108,1.07729187,16.90860526
145,LNVGF,Lenovo Group Ltd,China,Information Technology,,USD,3/31/2025,83.33333333,500,6,0.072,68,98,72,,97,78,87,,,,71618216000,61946854000,56863784000,69076968000,-13.50405321,-8.205533731,21.47796566,2029818000,1607722000,1010506000,1384445000,-20.79477076,-37.14672064,37.00512417,3080569000,2668823000,2005784000,2164153000,-13.3659074,-24.84387312,7.895615879,12048975000,10501092000,9803183000,11097610000,-12.84659483,-6.646061191,13.20415012,0.1577,0.1274,0.0805,0.1062,-19.21369689,-36.81318681,31.92546584,-20.20694325,-35.60238971,2.237997251,21.09130005,6.437950708,34.51745498,23.50792739,-23.41924909,80.82881017,-8.903926815,-10.07751931
146,066570.KS,LG Electronics Inc,South Korea,Consumer Discretionary,,KRW,12/31/2024,59.5,238,4,0.067226891,44,65,,30,,,99,,,,53968313390,60948630064,60068980247,64059953513,12.93410195,-1.443264297,6.643983716,753364462,873653336.4,520567826,268362951.1,15.96688993,-40.41482997,-48.44803353,2963188034,2592953553,2667670052,2497079234,-12.49446464,2.881520917,-6.394749526,13798931372,14776687759,14459067795,15611320159,7.085739907,-2.149466573,7.969063983,7.978269196,4.180449492,4.848591201,2.887248435,-47.60205015,15.98253275,-40.45180723,-8.109410777,-3.508892761,105.4616597,-40.77777394,15.11292671,89.85216586,1.725466826,-39.03472949,17.68460523,-17.36309022,-9.99276778
147,LI,Li Auto Inc,China,Consumer Discretionary,,CNY,12/31/2024,33,66,2,0.060606061,,,,,,,,,43,23,3757620917,6300336150,17230291135,20097377127,67.66822117,173.4820925,16.63980004,-44721063.13,-279940875.2,1628287850,1117466617,525.9709757,-681.6541971,-31.37167872,-141530329.1,-508469257.1,1030450340,976504457.2,259.2652263,-302.6573535,-5.235175409,801537845.2,1222934898,3825368830,4125784385,52.57356909,212.8023279,7.85324418,-0.047301058,-0.289371176,1.544240409,1.054535342,511.7647009,-633.6538457,-31.71171174,,,,,,87.60490572,5.306528023,-38.21926307,72.01286724,-32.24455426,15.98513418
148,LLOY.L,Lloyds Banking Group plc,United Kingdom,Financials,61228,GBP,12/31/2024,76,76,1,0.013157895,,,,76,,,,,,,21932899723,21564753771,25795745025,24994960399,-1.678510168,19.6199377,-3.10432835,7771372948,5141950946,7336047077,5940048375,-33.83471646,42.67049908,-19.02930403,9714216185,6427438683,9170058846,7425060469,-33.83471645,42.67049906,-19.02930402,21468417769,14204639489,20265830050,16409383636,-33.83471646,42.67049907,-19.02930403,0.100769877,0.06583632,0.100769877,0.083303099,-34.66666631,53.06122365,-17.33333266,-3.735015122,-13.41340156,8.731814641,-24.87593242,24.66423077,-42.25881905,30.69767963,-7.697490644,3.660078087,13.81384638,37.238063
149,OR.PA,L'Oreal SA,France,Consumer Staples,,EUR,12/31/2024,66.4,332,5,0.075301205,14,38,84,98,98,,,,,,37133525893,44002991266,47363428378,50013572201,18.49936199,7.636837895,5.595337824,5287061655,6563082386,7112133578,7370557966,24.13478061,8.36575194,3.633570505,7084991542,8575963400,9365497634,9991374590,21.04408804,9.206361981,6.682794449,27434503237,31838068608,34980449361,37101553494,16.05119412,9.869884985,6.063684635,9.442208389,12.20241547,13.24899399,13.74353109,29.23264312,8.576814341,3.732638873,14.90987101,15.83273864,9.061280061,9.212586045,34.38432861,20.10503418,34.92915607,-20.42260859,35.94861596,-24.38164675,6.91979062
150,MFC.TO,Manulife Financial Corp,Canada,Financials,37000,CAD,12/31/2024,93.5,187,2,0.021390374,,,,,,,,,98,89,43554620318,17189376315,30794145002,33176362416,-60.53374776,79.14637761,7.735942705,4845224970,-1528462136,3976185070,4098462041,-131.5457413,-360.1428571,3.075233392,6056531213,-1910577670,4970231338,5123077551,-131.5457413,-360.1428571,3.075233377,13384933981,-4222376651,10984211257,11322001388,-131.5457413,-360.1428571,3.075233379,2.576550457,2.678447933,1.899660083,2.067063079,3.954802272,-29.07608695,8.812260546,-2.01517289,22.00100239,11.75806071,-24.19254633,43.32304525,-10.12414257,11.90180315,3.13630401,27.27919889,57.90807057,-1.108872511
151,MKS.L,Marks & Spencer Group PLC,United Kingdom,Consumer Discretionary,64000,GBP,3/31/2025,26.5,53,2,0.075471698,21,32,,,,,,,,,14625202571,16030875182,17520657050,18564229900,9.61130353,9.29320359,5.956242663,411947258.9,488263646.1,579359615.3,397302036.8,18.52576648,18.65712713,-31.4239332,793797914.5,750534047.1,1066951462,897389348.5,-5.45023697,42.15896882,-15.89220499,5044943144,5568677787,5815362447,6191166910,10.3813785,4.429860542,6.462270691,0.202883353,0.240504107,0.27946846,0.188103771,18.54304626,16.20111751,-32.69230775,-4.922131049,-21.52468092,-10.31338186,-21.58045101,-7.834284831,-35.75081658,68.92431638,-47.86469239,119.0677178,36.65269141,-6.367583571
152,MAXN,Maxeon Solar Technologies Ltd,Singapore,Information Technology,,USD,12/31/2024,45,135,3,0.066666667,,,,,,,,69,44,22,783279000,1060113000,1123110000,509048000,35.34296209,5.942479717,-54.67514313,-254520000,-267424000,-275829000,-614300000,5.069935565,3.142949025,122.7104474,-164363000,-198176000,-93755000,-460486000,20.57214823,-52.69104231,391.1588715,-29014000,-47948000,78115000,-249413000,65.25815124,-262.9160757,-419.2895091,-679,-653.85,-594.46,-624.155,-3.703976436,-9.08312304,4.995289843,,,,,,-8.950617284,-51.4354067,13.49823322,-55.43816035,-98.90007188,-66.11039643
153,MKC,McCormick & Company Inc,USA,Consumer Staples,14100,USD,11/30/2024,27.55555556,248,9,0.326612903,,14,23,13,22,6,14,22,49,85,6317900000,6350500000,6662200000,6723700000,0.515994239,4.908274939,0.923118489,755300000,682000000,680600000,788500000,-9.704753078,-0.205278592,15.85365854,1090500000,917400000,1024200000,1069800000,-15.87345254,11.64159581,4.452255419,2494600000,2274500000,2502500000,2591000000,-8.823057805,10.02418114,3.536463536,2.8,2.52,2.52,2.92,-10,0,15.87301587,18.56771573,12.51415096,10.82683805,38.64616639,25.44199296,13.28420462,1.372365112,-12.18809435,-16.03430783,13.16861865,-1.537881649
154,MRK,Merck & Co Inc,USA,Health Care,,USD,12/31/2024,60.66666667,182,3,0.049450549,,91,13,,78,,,,,,48704000000,59283000000,60115000000,64168000000,21.72100854,1.403437748,6.742077684,13049000000,14519000000,365000000,17117000000,11.26523105,-97.48605276,4589.589041,13199000000,18282000000,2954000000,20221000000,38.51049322,-83.84203041,584.5294516,35078000000,41872000000,43989000000,48975000000,19.36826501,5.055884601,11.33465184,5.14,5.71,0.14,6.74,11.08949416,-97.54816112,4714.285714,-3.833754731,16.84601116,-1.952832497,37.2683789,24.19945736,-8.707895928,2.168914878,49.53847538,1.503889317,-7.424891946,-18.56598042
155,MRK.DE,Merck KGaA,Germany,Health Care,62604,EUR,12/31/2024,95,95,1,0.010526316,,,,,,,,95,,,22641748667,25568718259,24143761353,24331225418,12.92731244,-5.573047861,0.776449296,3513513597,3825186980,3247843665,3193789610,8.870703767,-15.09320506,-1.664305939,4840713168,5465210020,4109258292,4621046688,12.90092659,-24.81060605,12.45452,14187464396,15761932518,14253019314,14358827252,11.09760052,-9.573148485,0.742354554,8.085106574,8.79816007,7.464059981,7.349051353,8.819345663,-15.16339869,-1.540832044,14.44202112,14.53410338,-8.461607182,2.054160158,19.56252428,34.17938665,60.52698913,-19.90927815,-19.45020386,-1.690013327,-19.68527299
156,MET,MetLife Inc,USA,Financials,45000,USD,12/31/2024,64,128,2,0.03125,,,75,53,,,,,,,63327000000,67822000000,66407000000,69897000000,7.098078229,-2.086343664,5.255470056,6855000000,5284000000,1578000000,4426000000,-22.91757841,-70.13626041,180.4816223,8568750000,6605000000,1972500000,5532500000,-22.91757841,-70.13626041,180.4816223,18936937500,14597050000,4359225000,12226825000,-22.91757841,-70.13626041,180.4816223,7.695566,2.91,1.81,5.94,-62.18601725,-37.80068729,228.1767956,-7.971146868,18.53834563,7.189366249,-17.07792875,29.57477079,-5.124518548,37.39108476,18.37912019,-5.585111493,26.98310882,-1.844030525
157,OUT1V.HE,Metso Outotec,Finland,Industrials,8340,EUR,12/31/2024,25.14285714,176,7,0.278409091,3,90,5,12,18,8,40,,,,8330074953,10918919177,8005750621,6833812698,31.07828247,-26.68000842,-14.63870133,635997714.9,1311098363,-121909146.1,-46003451.35,106.148282,-109.2982456,-62.26415095,815411175.1,1199539994,213916048.8,-88556643.84,47.10860369,-82.16682646,-141.3978495,1073030503,1549166224,560092020.2,266820017.8,44.3729903,-63.84558277,-52.36139631,1.345600952,2.679701041,-0.276020708,-0.103507766,99.14529913,-110.3004292,-62.49999982,-43.20166087,210.1750519,-7.632880672,-57.35308227,-8.181488957,13.02212026,69.23078035,-11.88208228,-1.452580751,-30.78162253,18.25271324
158,MSFT,Microsoft Corp,USA,Information Technology,228000,USD,6/30/2024,75,75,1,0.013333333,,75,,,,,,,,,1.68088E+11,1.9827E+11,2.11915E+11,2.45122E+11,17.95607063,6.882029556,15.66996201,61271000000,72738000000,72361000000,88136000000,18.71521601,-0.518298551,21.80041735,69916000000,83383000000,88523000000,1.09433E+11,19.26168545,6.164326062,23.62097986,1.15856E+11,1.3562E+11,1.46052E+11,1.71008E+11,17.05910786,7.692080814,17.08706488,8.05,9.65,9.68,11.8,19.8757764,0.310880829,21.90082645,23.9668969,17.53521693,39.27377466,18.57408557,60.6429943,41.09354433,53.7609944,-27.81656932,56.0697412,14.48318143,14.64961066
159,NAB.AX,National Australia Bank Ltd,Australia,Financials,39976,AUD,9/30/2024,65.625,525,8,0.121904762,73,50,80,74,42,44,71,91,,,10754393055,11816165346,13299552135,13295039442,9.872916915,12.55387637,-0.033931165,4102682976,4442424322,4779586987,4486906586,8.280955365,7.589609649,-6.123550043,5128353720,5553030403,5974483734,5608633233,8.280955375,7.589609644,-6.123550039,11333661721,12272197191,13203609052,12395079445,8.28095538,7.58960964,-6.123550037,1.193929741,1.32544252,1.474361403,1.435681173,11.01511877,11.23540861,-2.623524322,-2.045530792,13.44749051,2.539453996,-12.65559412,10.66655137,-2.973314484,34.88567577,8.02487085,8.261086943,27.56125262,7.29443413
160,NTCO3.SA,Natura Cosmeticos SA,Brazil,Consumer Staples,,BRL,12/31/2024,38.42857143,269,7,0.182156134,61,19,14,15,30,42,88,,,,5752160753,5295675208,3593621826,4365359960,-7.935896867,-32.14044131,21.47521836,189902857.8,-518198900.2,539016708.3,-1618197015,-372.8757778,-204.0173393,-400.2127745,344797382.2,193576023.7,331267193.2,398244573.5,-43.85803556,71.13028095,20.21853708,3481339107,3162672667,2302772934,2848145470,-9.153559312,-27.18902092,23.68329625,0.135963314,-0.377351381,0.389279476,-1.170103576,-377.5391169,-203.1610047,-400.5818822,,,,,4.372469195,35.04138016,-51.9554124,-54.07985879,47.51091096,-21.49404693,-18.72037847
161,NWG.L,Natwest Group PLC,United Kingdom,Financials,59400,GBP,12/31/2024,93,93,1,0.010752688,,,,,,,,,,93,13892807102,17939725380,19857040248,19687746854,29.12959381,10.68753745,-0.852561066,4390879459,4822174535,6228922024,6451959352,9.822521434,29.17247144,3.580672982,5488599324,6027718169,7786152530,8064949190,9.822521434,29.17247143,3.580672982,12129804506,13321257153,17207397091,17823537710,9.82252143,29.17247144,3.580672985,0.366079498,0.451449051,0.64089642,0.713450732,23.31994921,41.96428558,11.32075476,-23.34176726,-24.68141283,22.5209626,-22.76334068,13.03736964,-31.95640512,33.11752135,9.031139366,-17.65399171,82.34796691,23.52530774
162,6701.T,NEC Corp,Japan,Information Technology,,JPY,3/31/2025,86,86,1,0.011627907,,86,,,,,,,,,20612861418,22657142828,23780378429,23412237763,9.917504264,4.957534185,-1.548085818,966168359.9,783045203.4,1022547615,1198045484,-18.95354517,30.58602627,17.16280655,906314983.3,1165656819,1285780740,1754137516,28.61497829,10.30525615,36.42586651,6062021379,6553288210,6878884561,7252954487,8.104010202,4.968442415,5.43794452,0.709240628,0.58061605,0.767657852,0.899236802,-18.13553439,32.21436989,17.14031188,10.93660024,-17.09669487,-3.184707681,9.538638755,41.41498519,24.62010557,-4.330933065,-12.67999265,82.1155993,65.55164226,43.20544998
163,NESTE.HE,Neste Oyj,Finland,Energy,5408,EUR,12/31/2024,18.6,186,10,0.537634409,39,23,2,3,3,4,24,29,19,40,17421507025,29565268095,26368028226,23732030464,69.7055717,-10.81417513,-9.99694683,2036802808,2171362904,1648073645,-109258196.9,6.606437082,-24.09957626,-106.6294487,2285221446,2724554406,1894192109,-2300172.567,19.22496224,-30.47699452,-100.1214329,3235192716,3934445176,3408855745,1457159321,21.61393529,-13.35866704,-57.25371122,1.069580244,2.645198452,2.829212258,2.15066135,147.3118279,6.956521763,-23.98373986,36.04132728,31.76896412,46.92920785,26.90281722,42.34314573,93.67521445,-26.1898358,0.77972559,-25.27582546,-60.46334944,-2.285508195
164,NESN.SW,Nestle SA,Switzerland,Consumer Staples,251786,CHF,12/31/2024,69.5,139,2,0.028776978,89,,50,,,,,,,,1.06964E+11,1.15903E+11,1.14156E+11,1.12161E+11,8.357017314,-1.507294893,-1.747608536,20672576914,11335982727,13707123019,13309691046,-45.16415262,20.91693635,-2.899455797,18257413388,19159889683,19163558286,19092631965,4.94306765,0.019147308,-0.370110394,51362885274,52626107513,52611433102,52644450527,2.459406695,-0.02788428,0.062757129,7.410577705,4.18220722,5.172729982,5.123815278,-43.56435643,23.68421051,-0.945626471,5.676337965,2.013534877,17.37381288,-1.637933322,33.02568899,2.364021743,24.42690792,-14.557988,-7.568587079,-21.38751024,12.63640606
165,NIO,NIO Inc,China,Consumer Discretionary,,CNY,12/31/2024,47.33333333,142,3,0.063380282,,,,,,,,79,50,13,5027326544,6854279531,7737608974,9144624285,36.34044797,12.88726903,18.18410979,-1470827637,-2025521018,-2941982070,-3152155276,37.71301049,45.24569451,7.143932254,-625529079.7,-2175940329,-3151806361,-3043137607,247.855983,44.8480144,-3.447824566,949002926.7,715636203.1,424568171.5,903277968.2,-24.59072749,-40.67262533,112.752163,-0.934891491,-1.236783535,-1.730662224,-1.534501956,32.29166667,39.9325084,-11.33440514,,,,7.833329837,-39.31484569,1080.000053,-36.67969202,-70.91288823,-11.16552732,-50.9518481,-22.39818987
166,7201.T,Nissan Motor Co Ltd,Japan,Utilities,,JPY,,82.5,165,2,0.024242424,97,,68,,,,,,,,53770736168,57614243451,72468918707,86755363020,7.147953621,25.78299109,19.71389192,-3068559246,1473991981,1517534765,2917776882,-148.0353111,2.954071973,92.27084277,-1030275484,1691288735,2578981604,3889361590,-264.1588838,52.48618114,50.80997801,7186405903,9260135283,11720709510,14135258459,28.85627959,26.57168769,20.60070636,-0.784207803,0.376613968,0.387556085,0.780111868,-148.0247667,2.905393302,101.2900579,25.12471005,-3.266210376,-1.372812232,-17.6309268,-22.32702578,-11.20976043,-2.319855818,-25.84347845,38.34360469,-11.94336557,-25.83763246
167,NOKIA.HE,Nokia Oyj,Finland,Information Technology,,EUR,12/31/2024,44.2,221,5,0.113122172,60,18,35,64,,,,,,44,25534215670,27327200187,24310523865,22104658372,7.021889923,-11.03909768,-9.073706125,1866590038,4887866706,764807378.6,1468660184,161.8607518,-84.35294118,92.03007517,2034502636,2810810877,1673375543,1807935638,38.15715091,-40.46644843,8.041237101,10159862230,11617021551,9828637380,10194364819,14.34231378,-15.39451539,3.721039091,0.333525022,0.862564713,0.138010354,0.264519845,158.6206899,-84.00000001,91.66666655,2.629097206,-27.43842388,-12.59734159,33.29185944,-33.08872348,-5.912210099,74.73356583,-21.17626851,-27.9089428,47.68352147,5.567946895
168,NDA-SE.ST,Nordea Bank AB,Sweden,Financials,,EUR,12/31/2024,77.66666667,466,6,0.077253219,,,86,47,,86,70,94,83,,11106383242,11129384967,13498562712,13845888769,0.207103649,21.28758913,2.57305955,4405980553,4127659672,5674525724,5818286509,-6.316888548,37.47561996,2.533441419,5507475691,5159574590,7093157155,7272858136,-6.316888544,37.47561996,2.533441415,12171521277,11402659844,15675877313,16073016481,-6.316888543,37.47561996,2.533441415,1.092581969,1.081081107,1.575618209,1.656124249,-1.052631503,45.74468084,5.109489059,2.406083678,11.0383694,-1.093896668,-24.51682132,2.889132643,-11.49439872,64.90487253,0.947048278,11.68059519,-3.072461658,12.31103611
169,NDX1.DE,Nordex SE,Germany,Industrials,,EUR,12/31/2024,10.5,21,2,0.19047619,,,,,,,,,5,16,6261012224,6548086411,7462988101,8394278520,4.585108234,13.97204668,12.4787874,-264699258.7,-572468098.7,-348281779.4,10162162.4,116.2711379,-39.16136459,-102.917799,-126210468.8,-604253033.3,-195405410,223581373.9,378.7661745,-67.66165841,-214.4192343,951077653.3,558998288.1,1132657876,1765351393,-41.22474793,102.6227808,55.85919018,-1.932144957,-3.116733829,-1.529614757,0.046003451,61.30952379,-50.92250924,-103.0075188,116.3144124,-36.75558119,-56.60635723,-15.2402228,54.43621952,81.34206257,-34.05942951,1.254006739,-21.27176693,8.365392992,45.56628116
170,NOVN.SW,Novartis AG,Switzerland,Health Care,75883,USD,12/31/2024,62,248,4,0.064516129,98,68,64,18,,,,,,,43974000000,43461000000,46660000000,51722000000,-1.166598445,7.360622167,10.84869267,24021000000,6955000000,14850000000,11941000000,-71.04616794,113.5154565,-19.58922559,10056000000,7946000000,9769000000,14544000000,-20.98249801,22.94236094,48.87910738,32239000000,31879000000,34188000000,38895000000,-1.116659946,7.243012642,13.76798877,10.63,3.17,7.1,5.87,-70.17873942,123.9747634,-17.32394366,-3.041170904,-9.717458045,14.95155028,6.197993275,30.73963338,-5.024162556,-1.353095381,9.132191126,10.5043527,6.374649441,11.02579715
171,NVAX,Novavax Inc,USA,Health Care,952,USD,12/31/2024,100,100,1,0.01,,,,,,,,100,,,197581000,1598951000,556382000,682162000,709.2635425,-65.20331142,22.60677017,-1743751000,-657939000,-545062000,-187499000,-62.26875282,-17.15614973,-65.60042711,-1686576000,-644736000,-566511000,-248931000,-61.77249054,-12.13287299,-56.05892913,197581000,696312000,212614000,479423000,252.4185018,-69.46569928,125.4898549,-23.44,-8.42,-5.41,-1.23,-64.07849829,-35.74821853,-77.26432532,41.52542373,-84.57772234,-3.125004424,49.59349051,-88.37209354,2881.453604,37.38243658,-92.86259819,-54.67421982,64.52281216,-22.29064
172,NOVO-B.CO,Novo Nordisk A/S,Denmark,Health Care,77406,DKK,12/31/2024,60.16666667,361,6,0.099722992,19,,,58,71,98,,,53,62,21709600067,27284094959,35811743048,44776512701,25.67755682,31.25501543,25.03304472,7363532460,8561260964,12902872602,15571087298,16.26567833,50.71229176,20.67922995,9042171778,11534612723,15815628674,19788269624,27.56462724,37.11451831,25.11845107,18061832181,22897768946,30297227094,37911776805,26.77434225,32.31519265,25.13282713,1.59892438,1.884171256,2.870971259,3.489263136,17.83992286,52.37315875,21.53598282,53.78363197,-33.71905191,35.72581733,-8.513351258,33.32646775,12.9636013,74.31647615,29.23379117,50.30705359,-9.838755361,-26.59701185
173,NVZMF,Novozymes A/S,Denmark,Materials,10582,EUR,12/31/2024,34.71428571,243,7,0.201646091,,36,,,6,36,35,23,58,49,2311994661,2709395473,2762737271,4408855769,17.18865613,1.968771209,59.58288236,486491552.7,567409431.9,466820022.5,351696385.6,16.6329464,-17.72783527,-24.66124659,600769129.7,683484484.4,702587710.7,757906860.9,13.76824318,2.794975853,7.873629065,1333444583,1478259012,1500632583,2081081130,10.86017603,1.513508175,38.68025748,1.736586585,2.035943694,1.679125974,0.77055781,17.23824839,-17.52591297,-54.10958904,16.86466604,-27.46148734,72.48738252,-20.71048474,12.93579079,19.8293191,40.69353336,-36.37613063,11.12624141,4.010457572,30.85299541
174,NVDA,NVIDIA Corp,USA,Information Technology,36000,USD,1/31/2025,79.5,159,2,0.025157233,,,59,,,100,,,,,26914000000,26974000000,60922000000,1.30497E+11,0.222932303,125.8545266,114.2034076,9752000000,4368000000,29760000000,72880000000,-55.20918786,581.3186813,144.8924731,10041000000,5577000000,32972000000,81453000000,-44.45772333,491.2139143,147.0368798,17475000000,15356000000,44301000000,97858000000,-12.12589413,188.4930972,120.8934336,0.385,0.174,1.19,2.94,-54.80519481,583.908046,147.0588235,68.62298868,233.744462,86.06697248,-31.54412222,78.52674429,120.6063602,125.9712996,-50.93856625,233.6069506,179.2806922,6.024464231
175,ORK.OL,Orkla ASA,Norway,Consumer Staples,19080,NOK,12/31/2024,80.5,322,4,0.049689441,,,87,,,81,,70,84,,4993713466,5780772050,6711976207,6995020294,15.76098808,16.10864689,4.21700075,475997191.7,496886419.5,514409610.6,599649540.3,4.388519127,3.526598919,16.5704388,608361635.4,733697002.4,685186473.3,787652590.9,20.60211554,-6.61179328,14.95448635,2501757286,2922808879,3266936632,3513449321,16.83023351,11.77387121,7.545683212,0.477185205,0.498965442,0.515795626,0.599946544,4.564315233,3.373015961,16.3147793,42.73141493,16.53646336,22.8326787,-19.22952991,36.64014021,0.525584033,4.894645913,-16.48377869,15.87748376,29.82910743,15.62268127
