Id,Ticker,Company Name,Country,GICS Sector,fullTimeEmployees,Original Currency,ESG Rank Year,ESG Rank,Average Rank,Years Appeared,Fin Metrics Year,Stock_Performance per,ReportDate,TotalRevenueIncr per,NetIncomeIncr per,OperatingIncomeIncr per,GrossProfitIncr per,DilutedEPSIncr per,TotalRevenue,NetIncome,OperatingIncome,GrossProfit,DilutedEPS,Net Margin per,Operating Margin per,Gross Margin per,ToralRevenue per employee,NetIncome per employee
828,ERIC-B.ST,Telefonaktiebolaget LM Ericsson,Sweden,Information Technology,92866,SEK,2025,70,60.6,10,2024,47.84,12/31/2024,-5.87,-100.08,-47.95,7.64,-100.13,25550293214,2061505.02,642880340.4,11272824824,0.001,0.01,2.52,44.12,2.75E+05,22.2
829,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2024,75,74.5,2,2023,50.5,12/31/2024,8.45,23.12,45.61,10.07,24.18,9441169098,911385305,1541531139,4110747590,0.275,9.65,16.33,43.54,,
830,VIVT3.SA,Telefonica Brasil SA,Brazil,Communication Services,,BRL,2025,74,74.5,2,2024,-10.4,12/31/2024,7.19,10.31,14.27,7.97,11.55,10119789124,1005354384,1761563561,4438403954,0.306,9.93,17.41,43.86,,
831,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2016,51,67,2,2015,1.9,12/31/2024,,,,,,,,,,,,,,,
832,TEL.OL,Telenor ASA,Norway,Communication Services,10867,NOK,2017,83,67,2,2016,-7.87,12/31/2024,,,,,,,,,,,,,,,
833,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2016,53,61.625,8,2015,-2.87,12/31/2024,,,,,,,,,,,,,,,
834,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2018,73,61.625,8,2017,16.65,12/31/2024,,,,,,,,,,,,,,,
835,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2020,96,61.625,8,2019,17.41,12/31/2024,,,,,,,,,,,,,,,
836,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2021,54,61.625,8,2020,5.84,12/31/2024,,,,,,,,,,,,,,,
837,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2022,49,61.625,8,2021,22.98,12/31/2024,,,,,,12255354973,1204573731,1937507717,7379560759,0.888,9.83,15.81,60.21,1.15E+05,11278.78
838,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2023,37,61.625,8,2022,-8.36,12/31/2024,8.64,-2.42,6.69,10.32,-5.74,13313633042,1175460166,2067063079,8140880471,0.837,8.83,15.53,61.15,1.25E+05,11006.18
839,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2024,85,61.625,8,2023,-5.02,12/31/2024,9.36,-47.93,-20.28,11.47,-49.57,14560421441,612112693.4,1647827750,9074698052,0.422,4.2,11.32,62.32,1.36E+05,5731.39
840,T.TO,Telus Corp,Canada,Communication Services,106800,CAD,2025,46,61.625,8,2024,-12.17,12/31/2024,0.67,18.07,13.16,0.26,15.52,14657951882,722744238.5,1864723806,9097988904,0.488,4.93,12.72,62.07,1.37E+05,6767.27
841,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2019,69,67,7,2018,7.01,12/31/2024,,,,,,,,,,,,,,,
842,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2020,74,67,7,2019,35.48,12/31/2024,,,,,,,,,,,,,,,
843,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2021,97,67,7,2020,718.35,12/31/2024,,,,,,,,,,,,,,,
844,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2022,52,67,7,2021,48.77,12/31/2024,,,,,,53823000000,5524000000,6496000000,13606000000,1.63,10.26,12.07,25.28,4.28E+05,43958.14
845,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2023,86,67,7,2022,-67.8,12/31/2024,51.35,127.79,112.93,53.26,122.09,81462000000,12583000000,13832000000,20853000000,3.62,15.45,16.98,25.6,6.48E+05,100131.3
846,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2024,46,67,7,2023,109.74,12/31/2024,18.8,19.2,-35.72,-15.31,19.06,96773000000,14999000000,8891000000,17660000000,4.31,15.5,9.19,18.25,7.70E+05,119357.02
847,TSLA,Tesla Inc,USA,Consumer Discretionary,125665,USD,2025,45,67,7,2024,66.91,12/31/2024,0.95,-52.46,-12.72,-1.19,-52.67,97690000000,7130000000,7760000000,17450000000,2.04,7.3,7.94,17.86,7.77E+05,56738.15
848,TXN,Texas Instruments Inc,USA,Information Technology,34000,USD,2018,69,69,1,2017,45.63,12/31/2024,,,,,,,,,,,,,,,
849,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2016,54,56,2,2015,2.65,10/31/2024,,,,,,,,,,,,,,,
850,TD.TO,Toronto-Dominion Bank/The,Canada,Financials,100841,CAD,2017,58,56,2,2016,28.22,10/31/2024,,,,,,,,,,,,,,,
851,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2019,95,93.5,2,2018,-8.33,3/31/2025,,,,,,,,,,,,,,,
852,7203.T,Toyota Motor Corp.,Japan,Consumer Discretionary,383853,JPY,2020,92,93.5,2,2019,28.82,3/31/2025,,,,,,,,,,,,,,,
853,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2021,26,25,3,2020,42.65,12/31/2024,,,,,,,,,,,,,,,
854,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2024,23,25,3,2023,44.98,12/31/2024,10.54,15.22,19.64,17.97,17.25,17677600000,2023900000,2894000000,5857200000,8.77,11.45,16.37,33.13,3.93E+05,44975.56
855,TT,Trane Technologies PLC,Ireland,Industrials,45000,USD,2025,26,25,3,2024,55.15,12/31/2024,12.22,26.88,20.94,20.89,28.16,19838200000,2567900000,3500100000,7080500000,11.24,12.94,17.64,35.69,4.41E+05,57064.44
856,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2017,66,56.25,4,2016,-23.56,12/31/2024,,,,,,,,,,,,,,,
857,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2018,4,56.25,4,2017,10.68,12/31/2024,,,,,,,,,,,,,,,
858,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2019,79,56.25,4,2018,9.55,12/31/2024,,,,,,,,,,,,,,,
859,UCB.BR,Ucb SA,Belgium,Health Care,9052,EUR,2020,76,56.25,4,2019,3.11,12/31/2024,,,,,,,,,,,,,,,
860,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2018,95,44,5,2017,49.49,12/31/2024,,,,,,,,,,,,,,,
861,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2019,7,44,5,2018,-10.37,12/31/2024,,,,,,,,,,,,,,,
862,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2020,14,44,5,2019,28.42,12/31/2024,,,,,,,,,,,,,,,
863,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2024,47,44,5,2023,-25.84,12/31/2024,-28.19,-32.42,-30.39,28.81,-7.42,21007361049,442898227.8,685106399.2,2860264588,2.726,2.11,3.26,13.62,1.87E+06,39365.23
864,UMI.BR,Umicore SA,Belgium,Materials,11251,EUR,2025,57,44,5,2024,-57.86,12/31/2024,-18.68,-484.29,-311.82,-11.13,-32.49,17083036632,-1702012691,-1451178873,2541805696,1.84,-9.96,-8.49,14.88,1.52E+06,-151276.57
865,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2022,59,73.5,2,2021,79.2,12/31/2024,,,,,,21476711262,2410580851,3013226064,6659229601,1.063,11.22,14.03,31.01,3.10E+05,34787.73
866,UCG.MI,UniCredit SpA,Italy,Financials,69294,EUR,2024,88,73.5,2,2023,94.39,12/31/2024,20.55,47.21,47.21,47.21,65.09,29166188154,10933870299,13667337874,30204816702,5.802,37.49,46.86,103.56,4.21E+05,157789.57
867,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2016,47,62.5,8,2015,11.91,12/31/2024,,,,,,,,,,,,,,,
868,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2019,65,62.5,8,2018,0.09,12/31/2024,,,,,,,,,,,,,,,
869,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2020,46,62.5,8,2019,6.23,12/31/2024,,,,,,,,,,,,,,,
870,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2021,79,62.5,8,2020,3.07,12/31/2024,,,,,,,,,,,,,,,
871,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2022,78,62.5,8,2021,-10.77,12/31/2024,,,,,,60315125062,6956871930,11070730567,25514664204,2.438,11.53,18.35,42.3,5.20E+05,59991.65
872,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2023,38,62.5,8,2022,5.71,12/31/2024,14.55,26.33,1.05,8.93,9.43,69089133320,8788959380,11186889281,27794135218,2.668,12.72,16.19,40.23,5.96E+05,75790.41
873,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2024,76,62.5,8,2023,-8.6,12/31/2024,-0.78,-15.11,3.23,4.17,28.88,68549742853,7460609722,11548016374,28953422192,3.439,10.88,16.85,42.24,5.91E+05,64335.57
874,ULVR.L,Unilever PLC,United Kingdom,Consumer Staples,115964,EUR,2025,71,62.5,8,2024,19.21,12/31/2024,1.94,-11.45,12.04,8.72,-14.38,69880392683,6606095613,12938470691,31477861584,2.944,9.45,18.52,45.05,6.03E+05,56966.78
875,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2024,24,22,2,2023,6.19,,-3.14,-460.74,-27.73,-7.87,-461.45,2424120172,275303305.1,599513590.8,2070082002,0.403,11.36,24.73,85.4,4.04E+05,45883.88
876,UU.L,United Utilities Group PLC,United Kingdom,Utilities,6000,GBP,2025,20,22,2,2024,-1.18,,8.05,-38.07,8.9,7.62,-38,2619345014,170502632.6,652854445.9,2227820450,0.25,6.51,24.92,85.05,4.37E+05,28417.11
877,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2016,25,23.5,4,2015,30.1,12/31/2024,,,,,,,,,,,,,,,
878,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2019,23,23.5,4,2018,-11.25,12/31/2024,,,,,,,,,,,,,,,
879,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2020,24,23.5,4,2019,46.94,12/31/2024,,,,,,,,,,,,,,,
880,UPM.HE,UPM-Kymmene OYJ,Finland,Consumer Discretionary,15890,EUR,2021,22,23.5,4,2020,3.46,12/31/2024,,,,,,,,,,,,,,,
881,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2018,3,33,4,2017,16.82,12/31/2024,,,,,,,,,,,,,,,
882,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2019,29,33,4,2018,-59.5,12/31/2024,,,,,,,,,,,,,,,
883,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2020,34,33,4,2019,32.59,12/31/2024,,,,,,,,,,,,,,,
884,FR.PA,Valeo SA,France,Consumer Discretionary,106100,EUR,2021,66,33,4,2020,2.7,12/31/2024,,,,,,,,,,,,,,,
885,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2018,82,43.66666667,6,2017,35.45,12/31/2024,,,,,,,,,,,,,,,
886,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2019,42,43.66666667,6,2018,89.35,12/31/2024,,,,,,,,,,,,,,,
887,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2020,33,43.66666667,6,2019,19.19,12/31/2024,,,,,,,,,,,,,,,
888,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2021,27,43.66666667,6,2020,57.29,12/31/2024,,,,,,,,,,,,,,,
889,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2022,37,43.66666667,6,2021,43.72,12/31/2024,,,,,,5493557347,1004664774,999224865.5,2136008101,2.887,18.29,18.19,38.88,1.27E+06,232884.74
890,VER.VI,VERBUND AG,Austria,Real Estate,4314,EUR,2025,41,43.66666667,6,2024,-15.98,12/31/2024,-21.1,-17.25,-20.5,-11.69,-17.18,9481995624,2156729206,3116166836,4777663138,6.21,22.75,32.86,50.39,2.20E+06,499937.23
891,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2018,96,24.625,8,2017,-5.57,12/31/2024,,,,,,,,,,,,,,,
892,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2019,34,24.625,8,2018,12.28,12/31/2024,,,,,,,,,,,,,,,
893,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2020,37,24.625,8,2019,38.28,12/31/2024,,,,,,,,,,,,,,,
894,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2021,21,24.625,8,2020,120.66,12/31/2024,,,,,,,,,,,,,,,
895,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2022,1,24.625,8,2021,-30.33,12/31/2024,,,,,,17926394904,154111562,492236929.4,1789534257,0.15,0.86,2.75,9.98,4.99E+05,4289.58
896,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2023,2,24.625,8,2022,2.17,12/31/2024,-7.06,-1273.13,-369.16,-92.42,-1300,16660149905,-1807935638,-1324899399,135710181.5,-1.794,-10.85,-7.95,0.81,4.64E+05,-50322.48
897,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2024,3,24.625,8,2023,5.31,12/31/2024,6.19,-104.9,-103.13,987.29,-105.13,17690627216,88556643.84,41403106.21,1475560702,0.092,0.5,0.23,8.34,4.92E+05,2464.91
898,VWS.CO,Vestas Wind Systems A/S,Denmark,Industrials,35927,EUR,2025,3,24.625,8,2024,-54.66,12/31/2024,12.44,548.05,1952.78,60.33,512.5,19890742276,573893055.6,849913763.6,2365727486,0.564,2.89,4.27,11.89,5.54E+05,15973.87
899,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2020,90,66.66666667,6,2019,-3.98,,,,,,,,,,,,,,,,
900,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2021,62,66.66666667,6,2020,8.58,,,,,,,,,,,,,,,,
901,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2022,45,66.66666667,6,2021,-46.49,,,,,,,957983643.4,69856287.58,107335634.5,503769614.2,0.065,7.29,11.2,52.59,1.58E+05,11514.14
902,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2023,27,66.66666667,6,2022,2.13,,-13.55,-128.95,-117.6,-22.35,-129.22,828219308,-20223883.56,-18893757.14,391187999.9,-0.019,-2.44,-2.28,47.23,1.37E+05,-3333.42
903,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2024,93,66.66666667,6,2023,-51.46,,-2.47,-128.8,-148.07,-1.92,-128.86,807752610.5,5824605.859,9082848.668,383686372.3,0.005,0.72,1.12,47.5,1.33E+05,960.05
904,0345.HK,Vitasoy International Holdings Ltd,Hong Kong,Consumer Staples,6067,HKD,2025,83,66.66666667,6,2024,34.29,,-1.95,154.52,121.36,3.31,151.16,792027537.8,14824520.68,20105406.63,396380091.9,0.014,1.87,2.54,50.05,1.31E+05,2443.47
905,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2016,91,48,3,2015,18.29,12/31/2024,,,,,,,,,,,,,,,
906,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2017,28,48,3,2016,21.28,12/31/2024,,,,,,,,,,,,,,,
907,VIV.PA,Vivendi SA,France,Consumer Discretionary,2700,EUR,2018,25,48,3,2017,31.77,12/31/2024,,,,,,,,,,,,,,,
908,6552.TW,Voltronic Power Technology Corp.,Taiwan,Industrials,646,TWD,2025,11,11,1,2024,0.9,12/31/2024,10.99,76.37,4.34,21.81,57.14,66350622.92,446517.4429,-3591643.149,1609690.81,0.004,0.67,-5.41,2.43,1.03E+05,691.2
909,WRT1V.HE,Wartsila Oyj Abp,Finland,Health Care,18490,EUR,2018,88,88,1,2017,23.24,12/31/2024,,,,,,,,,,,,,,,
910,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2016,33,59.66666667,3,2015,8.89,9/30/2024,,,,,,,,,,,,,,,
911,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2019,71,59.66666667,3,2018,-14.9,9/30/2024,,,,,,,,,,,,,,,
912,WBC.AX,Westpac Banking Corp,Australia,Financials,34168,AUD,2020,75,59.66666667,3,2019,4.76,9/30/2024,,,,,,,,,,,,,,,
913,WPM.TO,Wheaton Precious Metals Corp,Canada,Financials,44,USD,2024,26,31.5,2,2023,21.51,12/31/2024,-4.6,-19.65,0.58,1.41,-19.81,1016045000,537644000,512531000,573440000,1.186,52.92,50.44,56.44,2.31E+07,12219181.82
914,WPM.TO,Wheaton Precious Metals Corp,Canada,Financials,44,USD,2025,37,31.5,2,2024,24.63,12/31/2024,26.44,-1.58,44.12,39.96,-1.77,1284639000,529140000,738651000,802587000,1.165,41.19,57.5,62.48,2.92E+07,12025909.09
915,WKL.AS,Wolters Kluwer NV,Netherlands,Health Care,21200,EUR,2017,77,77,1,2016,15.46,12/31/2024,,,,,,,,,,,,,,,
916,WDAY,Workday Inc,USA,Health Care,20515,USD,2019,81,72.75,4,2018,56.35,1/31/2025,,,,,,,,,,,,,,,
917,WDAY,Workday Inc,USA,Health Care,20515,USD,2020,77,72.75,4,2019,5.05,1/31/2025,,,,,,,,,,,,,,,
918,WDAY,Workday Inc,USA,Health Care,20515,USD,2021,95,72.75,4,2020,42.64,1/31/2025,,,,,,,,,,,,,,,
919,WDAY,Workday Inc,USA,Health Care,20515,USD,2022,38,72.75,4,2021,15.16,1/31/2025,,,,,,5139000000,29000000,-116000000,3711000000,0.12,0.56,-2.26,72.21,2.50E+05,1413.6
920,WSP.TO,WSP Global Inc,Canada,Industrials,72600,CAD,2016,63,34,3,2015,27.83,12/31/2024,,,,,,,,,,,,,,,
921,WSP.TO,WSP Global Inc,Canada,Industrials,72600,CAD,2024,12,34,3,2023,18.5,12/31/2024,20.99,27.37,31.93,21.66,22.91,10507958832,400311511.8,870713930,7931262807,3.202,3.81,8.29,75.48,1.45E+05,5513.93
922,WSP.TO,WSP Global Inc,Canada,Industrials,72600,CAD,2025,27,34,3,2024,39.9,12/31/2024,11.98,23.89,20.61,11.7,22.27,11766829360,495949571.1,1050199055,8859403243,3.916,4.21,8.93,75.29,1.62E+05,6831.26
923,XRX,Xerox Holdings Corp,USA,Information Technology,17600,USD,2021,70,52.25,4,2020,-35.69,12/31/2024,,,,,,,,,,,,,,,
924,XRX,Xerox Holdings Corp,USA,Information Technology,17600,USD,2022,26,52.25,4,2021,2.3,12/31/2024,,,,,,7038000000,-455000000,320000000,2403000000,-2.56,-6.46,4.55,34.14,4.00E+05,-25852.27
925,XRX,Xerox Holdings Corp,USA,Information Technology,17600,USD,2023,36,52.25,4,2022,-32.04,12/31/2024,0.98,-29.23,-33.75,-3.54,-16.02,7107000000,-322000000,212000000,2318000000,-2.15,-4.53,2.98,32.62,4.04E+05,-18295.45
926,XRX,Xerox Holdings Corp,USA,Information Technology,17600,USD,2024,77,52.25,4,2023,32.37,12/31/2024,-3.11,-100.31,66.51,-0.17,-95.81,6886000000,1000000,353000000,2314000000,-0.09,0.01,5.13,33.6,3.91E+05,56.82
927,0968.HK,Xinyi Solar Holdings Ltd,China,Information Technology,9645,CNY,2022,42,48.25,4,2021,-33.62,12/31/2024,,,,,,1826819494,559980472.4,748937820.8,800860978.1,0.063,30.65,41,43.84,1.89E+05,58059.15
928,0968.HK,Xinyi Solar Holdings Ltd,China,Information Technology,9645,CNY,2023,12,48.25,4,2022,-34.34,12/31/2024,38.15,-16.2,-12.66,-5.54,-16.65,2523697051,469278957.7,654157455.7,756531469.4,0.053,18.59,25.92,29.98,2.62E+05,48655.15
929,0968.HK,Xinyi Solar Holdings Ltd,China,Information Technology,9645,CNY,2024,63,48.25,4,2023,-44.92,12/31/2024,33.2,13.92,19.13,18.91,12.7,3361667659,534607125.9,779296331.5,899577773.4,0.059,15.9,23.18,26.76,3.49E+05,55428.42
930,0968.HK,Xinyi Solar Holdings Ltd,China,Information Technology,9645,CNY,2025,76,48.25,4,2024,-25.84,12/31/2024,-9.28,-73.76,-54.03,-46.29,-73.58,3049728314,140266138.8,358276852.3,483185868,0.016,4.6,11.75,15.84,3.16E+05,14542.89
931,XPEV,XPeng Inc,China,Consumer Discretionary,15364,CNY,2024,25,28.5,2,2023,37.25,12/31/2024,14.23,13.53,25.42,-85.39,11.61,4267677681,-1443485678,-1519027972,62765025.39,-1.658,-33.82,-35.59,1.47,2.78E+05,-93952.47
932,XPEV,XPeng Inc,China,Consumer Discretionary,15364,CNY,2025,32,28.5,2,2024,-16.99,12/31/2024,33.22,-44.19,-36.88,1195.73,-48.66,5685351868,-805545914.3,-958873544.5,813267672.8,-0.851,-14.17,-16.87,14.3,3.70E+05,-52430.74
933,1585.HK,Yadea Group Holdings Ltd,China,Consumer Discretionary,12002,CNY,2023,64,41.66666667,3,2022,-11.77,12/31/2024,15.17,57.8,96.42,36.88,55.11,4321013240,300653034.5,336739846,781025463.4,0.101,6.96,7.79,18.08,3.60E+05,25050.24
934,1585.HK,Yadea Group Holdings Ltd,China,Consumer Discretionary,12002,CNY,2024,42,41.66666667,3,2023,6.3,12/31/2024,11.92,22.17,9.35,4.83,20.71,4836221089,367300781.1,368239011.5,818759047.3,0.122,7.59,7.61,16.93,4.03E+05,30603.3
935,1585.HK,Yadea Group Holdings Ltd,China,Consumer Discretionary,12002,CNY,2025,19,41.66666667,3,2024,-0.92,12/31/2024,-18.77,-51.81,-48.5,-27.12,-52.16,3928247935,177013634.8,189654981.6,596686286,0.059,4.51,4.83,15.19,3.27E+05,14748.68
936,6841.T,Yokogawa Electric Corp.,Japan,Industrials,,JPY,2019,82,82,1,2018,-10.74,3/31/2025,,,,,,,,,,,,,,,
937,3898.HK,Zhuzhou CRRC Times Electric Co Ltd,China,Industrials,10010,CNY,2024,33,33,1,2023,-40.79,12/31/2024,22.47,18.97,25.26,6.7,19.44,3033480178,423032850.5,353462299.1,707560594.6,0.299,13.95,11.65,23.33,3.03E+05,42261.02
938,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2016,,75,1,2015,50.08,12/31/2024,,,,,,,,,,,,,,,
939,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2017,,75,1,2016,-2.2,12/31/2024,,,,,,,,,,,,,,,
940,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2018,,75,1,2017,17.08,12/31/2024,,,,,,,,,,,,,,,
941,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2020,,75,1,2019,46.67,12/31/2024,,,,,,,,,,,,,,,
942,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2021,,75,1,2020,-5.54,12/31/2024,,,,,,,,,,,,,,,
943,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2022,,75,1,2021,19.05,12/31/2024,,,,,,3654223798,148119135.7,215324199.3,799348571.4,0.632,4.05,5.89,21.87,9.14E+05,37029.78
944,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2023,,75,1,2022,-7.52,12/31/2024,42.23,23.17,21.49,25.91,-8.97,5197569531,182443194.2,261604987,1006426751,0.575,3.51,5.03,19.36,1.30E+06,45610.8
945,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2024,,75,1,2023,26.07,12/31/2024,-8.72,66.44,62.17,20.16,22.58,4744347652,303659689.4,424257733,1209278845,0.705,6.4,8.94,25.49,1.19E+06,75914.92
946,AAK.ST,AAK AB,Sweden,Consumer Discretionary,4000,SEK,2025,,75,1,2024,41.7,12/31/2024,-2.12,20.03,18.95,10.77,65.94,4643746207,364474087.5,504656428.8,1339565962,1.17,7.85,10.87,28.85,1.16E+06,91118.52
947,ABBN.SW,ABB Ltd,Switzerland,Industrials,110970,USD,2016,,44.5,4,2015,-12.02,12/31/2024,,,,,,,,,,,,,,,
948,ABBN.SW,ABB Ltd,Switzerland,Industrials,110970,USD,2017,,44.5,4,2016,26.48,12/31/2024,,,,,,,,,,,,,,,
949,ABBN.SW,ABB Ltd,Switzerland,Industrials,110970,USD,2022,,44.5,4,2021,43.81,12/31/2024,,,,,,28945000000,4546000000,3086000000,9467000000,2.25,15.71,10.66,32.71,2.61E+05,40966.03
950,ABBN.SW,ABB Ltd,Switzerland,Industrials,110970,USD,2023,,44.5,4,2022,-14.26,12/31/2024,1.73,-45.56,10.56,2.57,-42.22,29446000000,2475000000,3412000000,9710000000,1.3,8.41,11.59,32.98,2.65E+05,22303.33
951,ABBN.SW,ABB Ltd,Switzerland,Industrials,110970,USD,2024,,44.5,4,2023,35.24,12/31/2024,9.47,51.31,27.61,15.49,54.62,32235000000,3745000000,4354000000,11214000000,2.01,11.62,13.51,34.79,2.90E+05,33747.86
952,ABBN.SW,ABB Ltd,Switzerland,Industrials,110970,USD,2025,,44.5,4,2024,34.43,12/31/2024,1.91,5.07,17.06,9.45,5.97,32850000000,3935000000,5097000000,12274000000,2.13,11.98,15.52,37.36,2.96E+05,35460.03
953,ACN,Accenture PLC,Ireland,Communication Services,791000,USD,2018,,61.4,5,2017,33.05,8/31/2024,,,,,,,,,,,,,,,
954,ACN,Accenture PLC,Ireland,Communication Services,791000,USD,2022,,61.4,5,2021,60.52,8/31/2024,,,,,,50533389000,5906809000,7621529000,16364128000,9.16,11.69,15.08,32.38,6.39E+04,7467.52
955,ACN,Accenture PLC,Ireland,Communication Services,791000,USD,2023,,61.4,5,2022,-34.77,8/31/2024,21.89,16.43,22.9,20.39,16.92,61594305000,6877169000,9367181000,19701539000,10.71,11.17,15.21,31.99,7.79E+04,8694.27
956,ACN,Accenture PLC,Ireland,Communication Services,791000,USD,2024,,61.4,5,2023,32.42,8/31/2024,4.09,-0.08,-5.95,5.23,0.56,64111745000,6871557000,8809889000,20731607000,10.77,10.72,13.74,32.34,8.11E+04,8687.18
957,ACN,Accenture PLC,Ireland,Communication Services,791000,USD,2025,,61.4,5,2024,2.86,8/31/2024,1.22,5.72,8.92,2.08,6.22,64896464000,7264787000,9595847000,21162317000,11.44,11.19,14.79,32.61,8.20E+04,9184.31
958,ANA.MC,Acciona SA,Spain,Utilities,66021,EUR,2016,,51,5,2015,45.44,12/31/2024,,,,,,,,,,,,,,,
959,ANA.MC,Acciona SA,Spain,Utilities,66021,EUR,2017,,51,5,2016,-7.92,12/31/2024,,,,,,,,,,,,,,,
960,ANA.MC,Acciona SA,Spain,Utilities,66021,EUR,2022,,51,5,2021,48.31,12/31/2024,,,,,,9320299243,381828646.2,768257637.5,7169637892,8.166,4.1,8.24,76.92,1.41E+05,5783.44
961,ANA.MC,Acciona SA,Spain,Utilities,66021,EUR,2023,,51,5,2022,2.26,12/31/2024,38.14,32.83,73.5,24.86,-14.37,12875215946,507188051.1,1332950003,8952271632,6.993,3.94,10.35,69.53,1.95E+05,7682.22
962,ANA.MC,Acciona SA,Spain,Utilities,66021,EUR,2024,,51,5,2023,-22.95,12/31/2024,52.04,22.68,-5,48.46,32.57,19575618635,622196679.5,1266244998,13290397094,9.27,3.18,6.47,67.89,2.97E+05,9424.22
963,ADS.DE,Adidas AG,Germany,Consumer Discretionary,46045,EUR,2018,,59.57142857,7,2017,12.88,12/31/2024,,,,,,,,,,,,,,,
